案件類別,上級機關,案件權責機關,案件編號,案件排序,案件名稱,承辦單位,申辦方式,新增日期,更新日期,URL
社政類,社會局,社會局,AI050,0,籌組社區發展協會,社會局,全程式,20240813T105600,20251201T163700,https://service.taipei/case-detail/AI050
社政類,社會局,社會局,AI051,0,成立社區發展協會,社會局,非全程式,20240813T105700,20251120T130300,https://service.taipei/case-detail/AI051
社政類,社會局,社會局,AI052,0,臺北市社會工作師執業執照,社會局,非全程式,20240813T110300,20251230T143800,https://service.taipei/case-detail/AI052
社政類,社會局,社會局,AI053,0,低收入戶及中低收入戶老人、孕產婦及嬰兒營養補助,社會局,全程式,20240813T110300,20250909T115400,https://service.taipei/case-detail/AI053
社政類,社會局,社會局,AI054,0,低收入戶18歲以上就學生活補助,社會局,全程式,20240813T110400,20251231T160000,https://service.taipei/case-detail/AI054
社政類,社會局,社會局,AI055,0,補助民間機構及團體辦理婦女福利暨家庭支持性服務,社會局,非全程式,20240813T110500,20250913T160700,https://service.taipei/case-detail/AI055
社政類,社會局,社會局,AI056,0,委託安置兒童少年於機構或寄養家庭、親屬家庭,社會局,非全程式,20240813T111000,20251120T154300,https://service.taipei/case-detail/AI056
社政類,社會局,社會局,AI057,0,社工師事務所開業執照,社會局,非全程式,20240813T111200,20260106T114300,https://service.taipei/case-detail/AI057
社政類,社會局,社會局,AI058,0,臺北市社會工作師停業、歇業、復業、變更行政區域、變更執業處所、支援執業備查,社會局,非全程式,20240813T111300,20260106T115800,https://service.taipei/case-detail/AI058
社政類,社會局,社會局,AI059,0,會同未成年人之監護人開具財產清冊,社會局,非全程式,20240813T111400,20251226T145100,https://service.taipei/case-detail/AI059
社政類,社會局,社會局,AI060,0,臺北市設籍前新住民社會救助,社會局,全程式,20240813T111500,20251120T142100,https://service.taipei/case-detail/AI060
社政類,社會局,社會局,AI062,0,居家式托育服務登記證書,社會局,非全程式,20240813T111600,20251210T161500,https://service.taipei/case-detail/AI062
社政類,社會局,社會局,AI063,0,未滿二歲兒童托育公共化及準公共服務費用補助暨友善托育補助,社會局,全程式,20240813T111700,20250911T164900,https://service.taipei/case-detail/AI063
社政類,社會局,社會局,AI064,0,社會福利事業財團法人申請合併,社會局,非全程式,20240813T111800,20251203T165000,https://service.taipei/case-detail/AI064
社政類,社會局,社會局,AI065,0,社會福利事業財團法人申請改隸主管機關,社會局,非全程式,20240813T111900,20251203T165000,https://service.taipei/case-detail/AI065
社政類,社會局,社會局,AI066,0,兒少教育發展帳戶查定,社會局,非全程式,20240813T111900,20250909T154100,https://service.taipei/case-detail/AI066
社政類,社會局,社會局,AI067,0,協力照顧補助,社會局,全程式,20240813T112000,20250911T171000,https://service.taipei/case-detail/AI067
社政類,社會局,社會局,AI068,0,社區公共托育家園候補登記,社會局,全程式,20240813T112100,20251223T170500,https://service.taipei/case-detail/AI068
社政類,社會局,社會局,AI069,0,公辦民營托嬰中心候補登記,社會局,全程式,20240813T112300,20251223T170500,https://service.taipei/case-detail/AI069
社政類,社會局,社會局,AI070,0,嚴重特殊傳染性肺炎隔離檢疫期間防疫補償申請,社會局,全程式,20240813T112500,20250729T160600,https://service.taipei/case-detail/AI070
社政類,社會局,社會局,AI071,0,籌組社區發展協會（章程涉社會局以外之機關）,社會局,非全程式,20240813T112500,20251201T172600,https://service.taipei/case-detail/AI071
社政類,社會局,社會局,AI072,0,申請籌設社區式長照機構,社會局,非全程式,20240813T112600,20251219T113900,https://service.taipei/case-detail/AI072
社政類,社會局,社會局,AI073,0,申請設立居家式長照機構,社會局,線上填表,20240813T112700,20260317T094800,https://service.taipei/case-detail/AI073
社政類,社會局,社會局,AI074,0,申請設立社區式長照機構,社會局,非全程式,20240813T112800,20260324T172300,https://service.taipei/case-detail/AI074
社政類,社會局,社會局,AI075,0,住宿式服務機構使用者補助方案,社會局,非全程式,20240813T112800,20251222T152100,https://service.taipei/case-detail/AI075
社政類,社會局,社會局,AI076,0,低收入戶及受保護安置市民喪葬補助,社會局,非全程式,20240813T112900,20251226T133800,https://service.taipei/case-detail/AI076
社政類,社會局,社會局,AI077,0,居家身心障礙者使用維生器材及必要生活輔具用電優惠,社會局,全程式,20240813T113000,20251211T110000,https://service.taipei/case-detail/AI077
社政類,社會局,社會局,AI078,0,身心障礙者承租停車位租金補助(MyData申辦),社會局,全程式,20240813T113100,20260130T101500,https://service.taipei/case-detail/AI078
社政類,社會局,社會局,AI079,0,身心障礙者購買停車位貸款利息補貼(MyData申辦),社會局,全程式,20240813T113200,20250724T175700,https://service.taipei/case-detail/AI079
社政類,社會局,社會局,AI080,0,身心障礙者房屋租金補貼(MyData申辦),社會局,全程式,20240813T113200,20260203T170100,https://service.taipei/case-detail/AI080
社政類,社會局,社會局,AI081,0,臺北市身心障礙者購屋貸款利息補貼(MyData申辦),社會局,全程式,20240813T113300,20250827T121500,https://service.taipei/case-detail/AI081
社政類,社會局,社會局,AI082,0,身心障礙者日間照顧及住宿式照顧費用補助申請（改列、申復與複查）(MyData申辦),社會局,全程式,20240813T113400,20250827T120700,https://service.taipei/case-detail/AI082
社政類,社會局,社會局,AI083,0,臺北市身心障礙者參加社會保險保險費補助方式變更(MyData申辦),社會局,全程式,20240813T113500,20250827T120500,https://service.taipei/case-detail/AI083
社政類,社會局,社會局,AI085,0,市民醫療補助、市民醫療補助(需查稅)(MyData申辦),社會局,,20240813T113700,20250325T144600,https://service.taipei/case-detail/AI085
社政類,社會局,社會局,AI086,0,身心障礙者購買或承租商店攤販低利貸款補貼或租金補貼,社會局,非全程式,20240813T113700,20251212T112300,https://service.taipei/case-detail/AI086
社政類,社會局,社會局,AI087,0,申請低收入戶及中低收入戶證明,社會局,全程式,20240813T113800,20251205T143700,https://service.taipei/case-detail/AI087
社政類,社會局,社會局,AI088,0,身心障礙者專用停車位識別證（MyData申辦）,社會局,全程式,20240813T114000,20250903T141500,https://service.taipei/case-detail/AI088
社政類,社會局,社會局,AI089,0,社會救助專戶,社會局,全程式,20240813T114100,20260312T173600,https://service.taipei/case-detail/AI089
社政類,社會局,社會局,AI090,0,各項社會福利津貼溢領款分期繳納案件申請,社會局,全程式,20240813T114200,20251205T104600,https://service.taipei/case-detail/AI090
社政類,社會局,社會局,AI094,5,身心障礙者生活補助查定,社會局,全程式,20241024T100500,20260213T135800,https://service.taipei/case-detail/AI094
社政類,社會局,社會局,AI100,0,設立社會福利公益信託,社會局,全程式,20250304T152000,20251208T164700,https://service.taipei/case-detail/AI100
勞動類,勞動局,勞動局,AJ001,3,01、組織企業、產業、職業工會,勞動局,非全程式,20240813T140500,20260119T133700,https://service.taipei/case-detail/AJ001
勞動類,勞動局,勞動局,AJ002,5,02、籌設職工福利委員會,勞動局,非全程式,20240813T140800,20260119T133800,https://service.taipei/case-detail/AJ002
勞動類,勞動局,勞動局,AJ003,6,03、工作規則申報,勞動局,非全程式,20240813T142200,20260202T134200,https://service.taipei/case-detail/AJ003
勞動類,勞動局,勞動局,AJ004,7,04、臺北市失業勞工子女就學費用補助,勞動局,非全程式,20240813T142200,20260210T153600,https://service.taipei/case-detail/AJ004
勞動類,勞動局,勞動局,AJ006,8,05、設立勞工退休準備金監督委員會,勞動局,非全程式,20240813T142500,20251226T104600,https://service.taipei/case-detail/AJ006
勞動類,勞動局,勞動局,AJ007,9,06、事業單位解散、申請退還勞工退休準備金,勞動局,非全程式,20240813T142800,20260324T171700,https://service.taipei/case-detail/AJ007
勞動類,勞動局,勞動局,AJ008,10,07、事業單位合併移轉勞工退休準備金,勞動局,非全程式,20240813T143000,20260324T172000,https://service.taipei/case-detail/AJ008
勞動類,勞動局,勞動局,AJ009,13,08、動支勞工退休準備金超額提存部分作為資遣費,勞動局,非全程式,20240813T143200,20260324T172400,https://service.taipei/case-detail/AJ009
勞動類,勞動局,勞動局,AJ010,14,09、勞工退休準備金報備變更事項-負責人變更,勞動局,非全程式,20240813T143300,20251226T110500,https://service.taipei/case-detail/AJ010
勞動類,勞動局,勞動局,AJ011,15,10、勞工退休準備金報備變更事項-事業單位名稱變更,勞動局,非全程式,20240813T143400,20251226T110500,https://service.taipei/case-detail/AJ011
勞動類,勞動局,勞動局,AJ012,16,11、勞工退休準備金報備變更事項-暫停提撥,勞動局,非全程式,20240813T143500,20260324T172600,https://service.taipei/case-detail/AJ012
勞動類,勞動局,勞動局,AJ013,17,12、勞工退休準備金報備變更事項-調降提撥率,勞動局,非全程式,20240813T143600,20251226T110800,https://service.taipei/case-detail/AJ013
勞動類,勞動局,勞動局,AJ014,18,13、勞工退休準備金報備變更事項-委員改選,勞動局,非全程式,20240813T143800,20251226T111000,https://service.taipei/case-detail/AJ014
勞動類,勞動局,勞動局,AJ015,19,14、勞工退休準備金報備變更事項-修改勞工退休辦法,勞動局,非全程式,20240813T143900,20251226T111300,https://service.taipei/case-detail/AJ015
勞動類,勞動局,勞動局,AJ016,20,15、勞工退休準備金報備變更事項-變更會址,勞動局,非全程式,20240813T144000,20251226T111300,https://service.taipei/case-detail/AJ016
勞動類,勞動局,勞動局,AJ017,21,16、勞資會議代表申報,勞動局,全程式,20240813T144200,20260116T155800,https://service.taipei/case-detail/AJ017
勞動類,勞動局,勞動局,AJ018,22,17、哺集乳室與企業托兒設施措施補助,勞動局,非全程式,20240813T144300,20260119T133900,https://service.taipei/case-detail/AJ018
勞動類,勞動局,勞動局,AJ019,25,19、臺北市勞資爭議法律及生活費用補助,勞動局,非全程式,20240813T144500,20260109T141900,https://service.taipei/case-detail/AJ019
勞動類,勞動局,勞動局,AJ020,26,20、歇業事實認定,勞動局,非全程式,20240813T144500,20251215T163500,https://service.taipei/case-detail/AJ020
勞動類,勞動局,勞動局,AJ021,28,21、特定性契約報備,勞動局,非全程式,20240813T144600,20251216T103900,https://service.taipei/case-detail/AJ021
勞動類,勞動局,勞動局,AJ022,29,22、技術生訓練契約書,勞動局,非全程式,20240813T144600,20251216T105600,https://service.taipei/case-detail/AJ022
勞動類,勞動局,勞動局,AJ023,30,23、勞動基準法第84條之1約定書,勞動局,非全程式,20240813T144700,20251216T105600,https://service.taipei/case-detail/AJ023
勞動類,勞動局,勞動局,AJ024,31,24、臺北市政府勞資爭議調解案-調解委員會,勞動局,非全程式,20240813T144800,20260102T175700,https://service.taipei/case-detail/AJ024
勞動類,勞動局,勞動局,AJ025,32,25、臺北市政府勞資爭議調解案-調解人,勞動局,非全程式,20240813T144900,20260102T175700,https://service.taipei/case-detail/AJ025
勞動類,勞動局,勞動局,AJ026,33,27、資遣通報,勞動局,全程式,20240813T145000,20260226T084300,https://service.taipei/case-detail/AJ026
勞動類,勞動局,勞動局,AJ027,34,28、私立就業服務機構及分支機構（營利）籌設許可,勞動局,非全程式,20240813T145300,20260320T134500,https://service.taipei/case-detail/AJ027
勞動類,勞動局,勞動局,AJ028,35,29、私立就業服務機構及分支機構（營利）核發證照,勞動局,非全程式,20240813T145400,20260320T134600,https://service.taipei/case-detail/AJ028
勞動類,勞動局,勞動局,AJ029,36,30、私立就業服務機構及分支機構（非營利）籌設許可,勞動局,非全程式,20240813T145800,20260320T134600,https://service.taipei/case-detail/AJ029
勞動類,勞動局,勞動局,AJ030,37,31、私立就業服務機構及分支機構（非營利）核發證照,勞動局,非全程式,20240813T145900,20260320T134700,https://service.taipei/case-detail/AJ030
勞動類,勞動局,勞動局,AJ031,38,32、私立就業服務機構及分支機構有效期滿，申請換發新證,勞動局,非全程式,20240813T145900,20260320T134700,https://service.taipei/case-detail/AJ031
勞動類,勞動局,勞動局,AJ032,39,33、私立就業服務機構及分支機構變更登記許可-變更機構負責人、董(理)事或經理人,勞動局,非全程式,20240813T150000,20260320T134700,https://service.taipei/case-detail/AJ032
勞動類,勞動局,勞動局,AJ033,40,34、私立就業服務機構及分支機構變更登記許可-變更地址,勞動局,非全程式,20240813T150200,20260320T134800,https://service.taipei/case-detail/AJ033
勞動類,勞動局,勞動局,AJ034,41,35、私立就業服務機構及分支機構變更登記許可-負責人或代表人姓名變更,勞動局,非全程式,20240813T150200,20260320T134800,https://service.taipei/case-detail/AJ034
勞動類,勞動局,勞動局,AJ035,42,36、私立就業服務機構及分支機構變更登記許可-變更公司資本額,勞動局,非全程式,20240813T150300,20260320T134800,https://service.taipei/case-detail/AJ035
勞動類,勞動局,勞動局,AJ036,43,37、私立就業服務機構及分支機構變更許可登記事項申請換發新證,勞動局,非全程式,20240813T150400,20260320T134800,https://service.taipei/case-detail/AJ036
勞動類,勞動局,勞動局,AJ037,44,38、私立就業服務機構及分支機構許可證污損/申請換發新證,勞動局,非全程式,20240813T150400,20260320T134900,https://service.taipei/case-detail/AJ037
勞動類,勞動局,勞動局,AJ038,45,39、私立就業服務機構及分支機構許可證遺失申請補發,勞動局,非全程式,20240813T150500,20260320T134900,https://service.taipei/case-detail/AJ038
勞動類,勞動局,勞動局,AJ039,47,40、私立就業服務機構及分支機構（營利）暫停營業申報,勞動局,非全程式,20240813T150600,20260320T134900,https://service.taipei/case-detail/AJ039
勞動類,勞動局,勞動局,AJ040,48,41、私立就業服務機構及分支機構（非營利）暫停營業申報,勞動局,非全程式,20240813T150600,20251202T163400,https://service.taipei/case-detail/AJ040
勞動類,勞動局,勞動局,AJ041,49,42、私立就業服務機構及分支機構（營利）復業申報,勞動局,非全程式,20240813T150700,20251205T141200,https://service.taipei/case-detail/AJ041
勞動類,勞動局,勞動局,AJ042,50,43、私立就業服務機構及分支機構（非營利）復業申報,勞動局,非全程式,20240813T150700,20251202T163400,https://service.taipei/case-detail/AJ042
勞動類,勞動局,勞動局,AJ043,52,44、私立就業服務機構及分支機構（營利）終止營業申請,勞動局,非全程式,20240813T150800,20251229T091100,https://service.taipei/case-detail/AJ043
勞動類,勞動局,勞動局,AJ044,53,45、私立就業服務機構及分支機構（非營利）終止營業申請,勞動局,非全程式,20240813T172600,20251202T163900,https://service.taipei/case-detail/AJ044
勞動類,勞動局,勞動局,AJ045,54,46、臺北市政府性別平等工作申訴案,勞動局,非全程式,20240813T172600,20251217T153200,https://service.taipei/case-detail/AJ045
勞動類,勞動局,勞動局,AJ046,55,47、臺北市政府就業歧視申訴案,勞動局,非全程式,20240813T172700,20251226T160100,https://service.taipei/case-detail/AJ046
勞動類,勞動局,勞動局,AJ047,56,48、臺北市勞動教育經費補助,勞動局,非全程式,20240813T172800,20251231T142500,https://service.taipei/case-detail/AJ047
勞動類,勞動局,勞動局,AJ048,57,82、臺北市勞工職業災害慰問金申請,勞動局,非全程式,20240813T172900,20251229T170900,https://service.taipei/case-detail/AJ048
勞動類,勞動局,勞動局,AJ049,58,92、免設勞工退休準備金監督委員會,勞動局,非全程式,20240813T172900,20251226T111600,https://service.taipei/case-detail/AJ049
勞動類,勞動局,勞動局,AJ050,59,94、勞動基準法第45條無礙身心健康認定審查-許可,勞動局,非全程式,20240813T173000,20251217T104200,https://service.taipei/case-detail/AJ050
勞動類,勞動局,勞動局,AJ051,60,95、勞動基準法第45條無礙身心健康認定審查-備查,勞動局,非全程式,20240813T173200,20251216T105500,https://service.taipei/case-detail/AJ051
勞動類,勞動局,勞動局,AJ052,63,105、補繳勞工退休準備金,勞動局,非全程式,20240813T173300,20251226T111700,https://service.taipei/case-detail/AJ052
勞動類,勞動局,勞動局,AJ053,64,106、更正已繳之勞工退休準備金存款月份,勞動局,非全程式,20240813T173400,20251226T112000,https://service.taipei/case-detail/AJ053
勞動類,勞動局,勞動局,AJ054,65,108、臺北市性別平等工作法律扶助補助,勞動局,非全程式,20240813T173500,20260129T115400,https://service.taipei/case-detail/AJ054
勞動類,勞動局,勞動局,AJ055,0,111、勞雇雙方協商減少工時通報作業,勞動局,非全程式,20240813T173500,20260206T154100,https://service.taipei/case-detail/AJ055
勞動類,勞動局,勞動局,AJ056,67,112、臺北市事業單位勞動條件健檢申請,勞動局,全程式,20240813T173600,20260109T161300,https://service.taipei/case-detail/AJ056
勞動類,勞動局,勞動局,AJ057,69,114、職業訓練機構設立、變更申請作業,勞動局,非全程式,20240813T173800,20251202T171000,https://service.taipei/case-detail/AJ057
勞動類,勞動局,勞動局,AJ058,71,118、動支勞工退休準備金,勞動局,非全程式,20240813T174000,20251226T162400,https://service.taipei/case-detail/AJ058
勞動類,勞動局,勞動局,AJ059,0,113、臺北市政府受理工作場所性騷擾事件,勞動局,非全程式,20241223T094800,20260316T135900,https://service.taipei/case-detail/AJ059
勞動類,勞動局,勞動局,AJ060,70,117、非自願離職證明書,勞動局,非全程式,20241223T100600,20251217T154600,https://service.taipei/case-detail/AJ060
勞動類,勞動局,勞動局,AJ062,61,103、臺北市辦理補助工作場所性騷擾案件心理諮商費用,勞動局,非全程式,20250716T163900,20260324T111200,https://service.taipei/case-detail/AJ062
勞動類,勞動局,勞動局,AJ063,62,104、臺北市辦理僱用受僱者未達100人之雇主調查工作場所性騷擾案件補助,勞動局,非全程式,20250716T164200,20260206T153700,https://service.taipei/case-detail/AJ063
警政類,警察局,警察局,AK001,0,集會遊行申請,警察局,非全程式,20240812T164700,20251110T165400,https://service.taipei/case-detail/AK001
警政類,警察局,警察局,AK002,0,人民自衛槍枝申請(異動),警察局,非全程式,20240812T164800,20260312T091100,https://service.taipei/case-detail/AK002
警政類,警察局,警察局,AK003,0,人民申請購置魚槍(國內購買),警察局,非全程式,20240812T164900,20251110T165800,https://service.taipei/case-detail/AK003
警政類,警察局,警察局,AK004,0,人民或團體申請持有刀械,警察局,非全程式,20240812T165000,20251110T165800,https://service.taipei/case-detail/AK004
警政類,警察局,警察局,AK005,0,廠商申請進、出口刀械,警察局,非全程式,20240812T165200,20251203T093500,https://service.taipei/case-detail/AK005
警政類,警察局,警察局,AK006,0,槍砲彈藥刀械異動申報或給價收購,警察局,非全程式,20240812T165300,20251110T170000,https://service.taipei/case-detail/AK006
警政類,警察局,警察局,AK007,0,申請補發遺失或報繳槍砲彈藥刀械證照,警察局,非全程式,20240812T165400,20260312T091100,https://service.taipei/case-detail/AK007
警政類,警察局,警察局,AK009,0,治安風水師檢測工作,警察局,全程式,20240812T165800,20251119T135900,https://service.taipei/case-detail/AK009
警政類,警察局,警察局,AK010,0,警棍製造輸出申請,警察局,線上填表,20240812T165900,20251110T170000,https://service.taipei/case-detail/AK010
警政類,警察局,警察局,AK011,0,申請調閱錄影監視系統影音資料,警察局,線上填表,20240812T170000,20251121T110100,https://service.taipei/case-detail/AK011
警政類,警察局,警察局,AK012,0,人民申請核發魚槍使用執照,警察局,非全程式,20240812T170100,20260312T091100,https://service.taipei/case-detail/AK012
警政類,警察局,警察局,AK013,0,警察刑事紀錄證明,警察局,非全程式,20240812T170200,20251201T111700,https://service.taipei/case-detail/AK013
警政類,警察局,警察局,AK014,0,原住民、漁民申請製造運輸持有販賣轉讓出租出借寄藏自製獵槍、魚槍及換照,警察局,非全程式,20241016T170700,20260312T091200,https://service.taipei/case-detail/AK014
衛生類,衛生局,衛生局,AL001,62,乳攝車支援報備申請,衛生局,全程式,20240813T115200,20251121T152900,https://service.taipei/case-detail/AL001
衛生類,衛生局,衛生局,AL002,55,管制藥品銷燬,衛生局,網路預約,20240813T115400,20250814T093200,https://service.taipei/case-detail/AL002
衛生類,衛生局,衛生局,AL003,84,醫院登錄事項變更登記,衛生局,非全程式,20240813T115700,20251223T145500,https://service.taipei/case-detail/AL003
衛生類,衛生局,衛生局,AL004,82,醫院開業遷址登記,衛生局,非全程式,20240813T115800,20251223T145300,https://service.taipei/case-detail/AL004
衛生類,衛生局,衛生局,AL005,83,醫院停、復、歇業登記,衛生局,非全程式,20240813T115900,20251205T105500,https://service.taipei/case-detail/AL005
衛生類,衛生局,衛生局,AL006,86,公共衛生師事務所設立及異動(設立、歇業、停業、復業、變更登記及登記證遺失毀損補發),衛生局,非全程式,20240813T120000,20251205T111100,https://service.taipei/case-detail/AL006
衛生類,衛生局,衛生局,AL007,85,公共衛生師業態登記（執業、歇業、停業、復業及執照換發）,衛生局,非全程式,20240813T120100,20251205T111700,https://service.taipei/case-detail/AL007
衛生類,衛生局,衛生局,AL008,1,喘息服務及專業服務特約申請,衛生局,線上填表,20240813T141000,20251205T172300,https://service.taipei/case-detail/AL008
衛生類,衛生局,衛生局,AL009,80,臺北市財團法人衛生基金會設立,衛生局,非全程式,20240813T141100,20251205T093200,https://service.taipei/case-detail/AL009
衛生類,衛生局,衛生局,AL010,59,居家失能個案家庭醫師照護方案特約申請,衛生局,非全程式,20240813T143200,20260318T095100,https://service.taipei/case-detail/AL010
衛生類,衛生局,衛生局,AL011,3,預防接種證明書,衛生局,全程式,20240813T143300,20260317T170700,https://service.taipei/case-detail/AL011
衛生類,衛生局,衛生局,AL012,4,醫事人員變更登記,衛生局,非全程式,20240813T143600,20251216T113500,https://service.taipei/case-detail/AL012
衛生類,衛生局,衛生局,AL013,5,醫事人員年資證明,衛生局,非全程式,20240813T143700,20260323T111000,https://service.taipei/case-detail/AL013
衛生類,衛生局,衛生局,AL014,6,診所及醫事機構開業及遷址登記,衛生局,非全程式,20240813T143800,20251217T150300,https://service.taipei/case-detail/AL014
衛生類,衛生局,衛生局,AL015,7,診所及醫事機構停、復、歇業登記,衛生局,非全程式,20240813T143900,20251211T150500,https://service.taipei/case-detail/AL015
衛生類,衛生局,衛生局,AL016,8,診所、醫事機構登錄事項變更登記,衛生局,非全程式,20240813T144000,20251217T151000,https://service.taipei/case-detail/AL016
衛生類,衛生局,衛生局,AL017,9,醫事人員執業登記,衛生局,非全程式,20240813T144100,20251217T151300,https://service.taipei/case-detail/AL017
衛生類,衛生局,衛生局,AL018,10,醫事人員歇業登記,衛生局,非全程式,20240813T144100,20251217T151400,https://service.taipei/case-detail/AL018
衛生類,衛生局,衛生局,AL019,11,醫事人員停業登記,衛生局,非全程式,20240813T144200,20251211T155000,https://service.taipei/case-detail/AL019
衛生類,衛生局,衛生局,AL020,12,醫事人員復業登記,衛生局,非全程式,20240813T144300,20251211T155300,https://service.taipei/case-detail/AL020
衛生類,衛生局,衛生局,AL021,13,醫事人員執業執照遺失補發,衛生局,非全程式,20240813T144400,20251217T151700,https://service.taipei/case-detail/AL021
衛生類,衛生局,衛生局,AL022,14,醫事人員執業執照損壞補發,衛生局,非全程式,20240813T144500,20251217T152000,https://service.taipei/case-detail/AL022
衛生類,衛生局,衛生局,AL023,15,醫事人員執業執照到期換發,衛生局,非全程式,20240813T144500,20251217T152100,https://service.taipei/case-detail/AL023
衛生類,衛生局,衛生局,AL024,16,醫療廣告（電視、廣播）,衛生局,非全程式,20240813T144600,20251211T161200,https://service.taipei/case-detail/AL024
衛生類,衛生局,衛生局,AL025,17,醫事人員前往其他醫療(事)機構執行業務,衛生局,全程式,20240813T144800,20251217T152900,https://service.taipei/case-detail/AL025
衛生類,衛生局,衛生局,AL026,18,從業執照登記,衛生局,非全程式,20240813T144900,20251211T161900,https://service.taipei/case-detail/AL026
衛生類,衛生局,衛生局,AL027,19,從業人員停、復、歇業登記,衛生局,非全程式,20240813T144900,20251217T154300,https://service.taipei/case-detail/AL027
衛生類,衛生局,衛生局,AL028,21,精神復健機構歇業,衛生局,非全程式,20240813T145500,20251215T105300,https://service.taipei/case-detail/AL028
衛生類,衛生局,衛生局,AL029,22,心理治療（諮商）所開業、變更負責人及遷址登記,衛生局,非全程式,20240813T150000,20251215T105600,https://service.taipei/case-detail/AL029
衛生類,衛生局,衛生局,AL030,23,心理治療（諮商）所歇業,衛生局,非全程式,20240813T150100,20251215T105900,https://service.taipei/case-detail/AL030
衛生類,衛生局,衛生局,AL031,24,產後護理之家歇業、停業或變更登記及負責人事項,衛生局,,20240813T150200,20250805T141600,https://service.taipei/case-detail/AL031
衛生類,衛生局,衛生局,AL032,25,五百平方公尺以上護理機構許可及開業（設置、擴充或遷移）,衛生局,,20240813T150500,20250804T153700,https://service.taipei/case-detail/AL032
衛生類,衛生局,衛生局,AL033,26,五百平方公尺以下護理機構許可及開業（設置、擴充或遷移）,衛生局,,20240813T150500,20250804T155100,https://service.taipei/case-detail/AL033
衛生類,衛生局,衛生局,AL034,27,106年6月3日以前成立護理機構歇業、停業、復業或登記事項變更,衛生局,,20240813T150600,20250804T160700,https://service.taipei/case-detail/AL034
衛生類,衛生局,衛生局,AL035,29,社區心理衛生中心場地借用,衛生局,全程式,20240813T150900,20260119T113900,https://service.taipei/case-detail/AL035
衛生類,衛生局,衛生局,AL036,30,救護車營業機構籌設、開業及遷址,衛生局,非全程式,20240813T151000,20260305T185200,https://service.taipei/case-detail/AL036
衛生類,衛生局,衛生局,AL037,31,救護車新設置登記及展延,衛生局,非全程式,20240813T151100,20260305T185300,https://service.taipei/case-detail/AL037
衛生類,衛生局,衛生局,AL038,32,救護車設置機關（構）登錄事項變更（機構名稱、負責人、救護車過戶、救護車停止或恢復使用、機關（構）停業、歇業、裁撤或解散者、救護車註銷、變更用途）登記,衛生局,非全程式,20240813T151100,20251223T170700,https://service.taipei/case-detail/AL038
衛生類,衛生局,衛生局,AL039,33,臺北市兒童醫療補助資格,衛生局,全程式,20240813T151200,20260213T112100,https://service.taipei/case-detail/AL039
衛生類,衛生局,衛生局,AL040,34,長期照顧服務,衛生局,全程式,20240813T151300,20260309T153400,https://service.taipei/case-detail/AL040
衛生類,衛生局,衛生局,AL041,35,藥師、藥劑生執業、復業、變更登記,衛生局,全程式,20240813T151400,20260319T155300,https://service.taipei/case-detail/AL041
衛生類,衛生局,衛生局,AL042,36,藥師、藥劑生執業執照停業、歇業（註銷）,衛生局,全程式,20240813T151400,20260318T095000,https://service.taipei/case-detail/AL042
衛生類,衛生局,衛生局,AL043,37,製造業藥商、醫療器材商籌設、設立、變更、停業、歇業登記,衛生局,全程式,20240813T151500,20260324T111100,https://service.taipei/case-detail/AL043
衛生類,衛生局,衛生局,AL044,38,藥品、醫療器材廣告審查許可及展期,衛生局,全程式,20240813T151600,20251218T161500,https://service.taipei/case-detail/AL044
衛生類,衛生局,衛生局,AL045,39,住宿式服務機構使用者補助方案(護理之家、住宿式機構),衛生局,非全程式,20240813T151700,20251218T162400,https://service.taipei/case-detail/AL045
衛生類,衛生局,衛生局,AL046,40,消費者中藥製劑重金屬送驗申請,衛生局,全程式,20240813T151800,20251218T172400,https://service.taipei/case-detail/AL046
衛生類,衛生局,衛生局,AL047,41,消費者中藥製劑摻西藥成分送驗申請,衛生局,全程式,20240813T151900,20251218T172500,https://service.taipei/case-detail/AL047
衛生類,衛生局,衛生局,AL048,42,營養師執業、復業、變更登記,衛生局,全程式,20240813T152000,20260319T160800,https://service.taipei/case-detail/AL048
衛生類,衛生局,衛生局,AL049,43,營養師執業執照停業、歇業（註銷）,衛生局,全程式,20240813T152000,20260302T084600,https://service.taipei/case-detail/AL049
衛生類,衛生局,衛生局,AL050,44,營養師支援報備,衛生局,全程式,20240813T152100,20260319T160900,https://service.taipei/case-detail/AL050
衛生類,衛生局,衛生局,AL051,45,營養諮詢機構設立,衛生局,全程式,20240813T152200,20260318T104300,https://service.taipei/case-detail/AL051
衛生類,衛生局,衛生局,AL052,46,藥事人員前往他機構支援報備,衛生局,全程式,20240813T152400,20251203T144500,https://service.taipei/case-detail/AL052
衛生類,衛生局,衛生局,AL053,47,酒類製造業者衛生設備合格證明書,衛生局,非全程式,20240813T152500,20251121T152800,https://service.taipei/case-detail/AL053
衛生類,衛生局,衛生局,AL054,48,販賣業藥商、醫療器材商籌設,衛生局,全程式,20240813T152700,20260313T094600,https://service.taipei/case-detail/AL054
衛生類,衛生局,衛生局,AL055,49,販賣業藥商、醫療器材商、藥局設立及補換發登記-公司、外商在臺分公司; 行（商）號; 分公司、營業所、門市部;藥局,衛生局,非全程式,20240813T152800,20260319T161300,https://service.taipei/case-detail/AL055
