年度,被申訴人,申訴人,協商日,爭議內容
113,極勁股份有限公司,吳○○,1130108,家電及週邊
113,沙加咖啡有限公司,李○○,1130105,戶外活動
113,香港商國泰航空有限公司,王○○,1130105,一般航空
113,禾湘婚禮工作室,呂○○,1130105,婚紗攝影
113,寶樟科技貿易有限公司,施○○,1130105,網路購物
113,學米股份有限公司,林○○,1130103,短期補習班
113,網訊科技股份有限公司,顏○○,1130103,代購
113,商品賣家黃金梅利號（露天帳號：order-buy0923617020）,巫○○,1130103,網路購物
113,松山企業有限公司（愛妮雅化妝品）,陳○○,1130103,瘦身美容
113,芸妮有限公司,陳○○,1130103,瘦身美容
113,中佑服飾店,林○○,1130102,服飾&鞋包&配件
113,蝦皮賣家帳號：thymytrnh,萬○○,1130102,網路購物
113,優步福爾摩沙股份有限公司,楊○○,1130102,外送平臺
113,仲信資融股份有限公司,陳○○,1130102,健身中心
113,保捷康物業管理服務股份有限公司,黃○○,1130102,禮券
112,學米股份有限公司,郭○○,1121226,網路教學課程消費爭議
112,銥熙無敵有限公司,谷○○,1121225,網購消費爭議
112,優步福爾摩沙股份有限公司,蔡○○,1121225,訂閱制扣款消費爭議
112,旺洲開發股份有限公司,賴○○,1121225,預售屋買賣消費爭議
112,旺洲開發股份有限公司,林○○,1121225,預售屋買賣消費爭議
112,全家便利商店股份有限公司,黃○○,1121222,商品買賣消費爭議
112,MEGASHO甲子園,廖○○,1121222,娃娃機保夾消費爭議
112,有品科技有限公司,楊○○,1121221,料理機募資爭議
112,嘖室股份有限公司,楊○○,1121221,料理機募資爭議
112,第一國際資融股份有限公司,劉○○,1121220,資融契約及催繳爭議
112,台灣喜成美的事業有限公司,陳○○,1121220,美甲服務消費爭議
112,臺北市私立大師文理短期補習班,徐○○,1121219,短期補習班課程消費爭議
112,露天賣場名稱：黃金梅利號(賣家帳號：order-buy0923617020),陳○○,1121213,網購消費爭議
112,拍拍圈科技股份有限公司,林○○,1121212,網購消費爭議
112,吉兒普拉有限公司,盧○○,1121212,健身教練課程消費爭議
112,心懸夾鬼夾怪士林店,楊○○,1121212,娃娃機保夾消費爭議
112,立雋建設股份有限公司,許○○,1121212,購買預售屋消費爭議
112,立雋建設股份有限公司,許○○,1121211,購買預售屋消費爭議
112,勃肯商行,葛○○,1121208,網購消費爭議
112,博肯國際有限公司,葛○○,1121208,網購消費爭議
112,就是要玩有限公司(就是要玩瘋票趣),劉○○,1121207,住宿券消費爭議
112,永固便利停車股份有限公司,陳○○,1121206,停車費消費爭議
112,舒蜜爾寢具有限公司,許○○,1121206,購買家具廚具消費爭議
112,東鋐汽車企業有限公司,賈○○,1121205,中古汽車買賣消費爭議
112,新一室內裝潢工程有限公司,許○○,1121205,室內裝修消費爭議
112,弘銘科技有限公司,申○○,1121205,網路教學消費爭議
112,陳鳳珠(房屋出租人),林○○,1121201,房屋租賃爭議
112,藍佳企業股份有限公司,黃○○,1121201,網路訂房消費爭議
112,江宏設計有限公司,周○○,1121201,室內裝修消費爭議
112,POP心理企業管理顧問有限公司,薛○○,1121129,心靈成長課程退費爭議
112,網路直播主(紅茶),賴○○,1121124,網購消費爭議
112,捷力國際有限公司,林○○,1121124,託運消費爭議
112,愛漾美學國際有限公司,朱○○,1121124,美容課程消費爭議
112,陳佑禎(房屋出租人),黃○○,1121124,房屋租賃爭議
112,台灣三星電子股份有限公司,范○○,1121123,電視保固消費爭議
112,基泰建設股份有限公司,王○○,1121123,預售屋消費爭議
112,POP心理企業管理顧問有限公司,高○○,1121122,心靈成長課程退費爭議
112,立雋建設股份有限公司,林○○,1121122,購買房屋消費爭議
112,沐芷空間設計企業社,賴○○,1121122,室內裝修消費爭議
112,萬通教育股份有限公司,余○○,1121121,網路教學消費爭議
112,芙瑞納股份有限公司,孫○○,1121121,食品安全消費爭議
112,大魯閣開發股份有限公司高雄分公司,林○○,1121121,場所安全消費爭議
112,寰準數位有限公司,黃○○,1121120,終止交友服務爭議
112,蝦皮賣家(帳號：w87xvs5p37、賣場名稱：北極星電子通訊),陳○○,1121120,網購消費爭議
112,富邦媒體科技股份有限公司,王○○,1121117,網購消費爭議
112,蝦皮賣家(帳號：aishang168),張○○,1121115,網購消費爭議
112,玉環洋行股份有限公司,徐○○,1121114,買賣商品消費爭議
112,吉田隆國際事業有限公司,謝○○,1121113,網購消費爭議
112,旋轉拍賣賣家帳號：peggy13100,曾○○,1121113,網購消費爭議
112,旋轉拍賣有限公司,曾○○,1121113,網購消費爭議
112,陶子實業有限公司（MOMOCO）,高○○,1121113,購物金消費爭議
112,永竣科技有限公司,洪○○,1121113,監視器安裝及維修消費爭議
112,躍豐車業有限公司,吳○○,1121110,購買機車消費爭議
112,香港商果翼科技股份有限公司,蔡○○,1121108,通訊交易消費爭議
112,好言娛樂有限公司,李○○,1121108,網購消費爭議
112,蝦皮賣家(帳號：cieloyu、賣場名稱：hide_on_bush4869),李○○,1121108,網購消費爭議
112,德勝建築修理工程行,林○○,1121108,室內裝修消費爭議
112,秝芯旅店駁二館,李○○,1121108,住宿服務消費爭議
112,蝦皮賣家帳號:xiaowai886,范○○,1121107,網購消費爭議
112,金成功優質洗衣（宏德優質乾洗）,邱○○,1121107,送洗衣物遺失消費爭議
112,德寶資訊股份有限公司光華一分公司,林○○,1121106,購買電腦顯示器消費爭議
112,蝦皮賣家：sellerandbuyer1985,邱○○,1121103,網購消費爭議
112,香港商國泰航空有限公司,唐○○,1121101,信用卡兌換航空哩程爭議
112,蝦皮賣家帳號:tnc4j3bhbl(精靈小貓2店),羅○○,1121031,網購消費爭議
112,茱蒂婚紗攝影事業有限公司,蘇○○,1121030,婚紗攝影及禮服租用爭議
112,極勁股份有限公司,周○○,1121027,訪問買賣消費爭議
112,甜露露國際貿易有限公司,洪○○,1121027,購買水果消費爭議
112,芸妮有限公司,羅○○,1121027,美容服務消費爭議
112,丹綺有限公司,羅○○,1121027,美容服務消費爭議
112,亞果貿易有限公司(亞果電動平衡車),黃○○,1121026,電動車螺絲安裝
112,順鑫車業有限公司,陳○○,1121026,購買車輛消費爭議
112,國寶服務股份有限公司,陳○○,1121026,生前契約消費爭議
112,蝦皮賣家帳號：dak7xmkmzh,廖○○,1121025,通訊交易消費爭議
112,威瑞達有限公司,蘇○○,1121025,網購消費爭議
112,MixGene Jewelry 混合基因（即品品町工作室）,蕭○○,1121024,手作課程消費爭議
112,馬來西亞商馬亞洲航空有限公司,張○○,1121024,旅客運送服務消費爭議
112,魏建華(房屋出租人),楊○○,1121024,房屋租賃消費爭議
112,玉軒閣,吳○○,1121023,網購消費爭議
112,智擎數位科技股份有限公司,劉○○,1121020,線上課程消費爭議
112,海悅國際開發股份有限公司,沈○○,1121019,預售屋買賣消費爭議
112,義杰開發工程有限公司,張○○,1121018,室內設計裝修消費爭議
112,鴻台工程行,張○○,1121018,室內設計裝修消費爭議
112,黃壽章(房屋出租人),陳○○,1121017,房屋租賃爭議
112,光陽工業股份有限公司,許○○,1121017,機車買賣消費爭議
112,正旺碾米工廠有限公司,杜○○,1121016,購買食品消費爭議
112,東風溫泉會館有限公司,王○○,1121016,禮券消費爭議
112,肯信國際開發股份有限公司,鄭○○,1121016,禮券消費爭議
112,蝦皮賣家：honey百貨,陳○○,1121013,網購消費爭議
112,艾爾瑞有限公司,蘇○○,1121012,訪問交易解約消費爭議
112,展雲事業股份有限公司,吳○○,1121012,購買納骨塔位消費爭議
112,聯成電腦有限公司,吳○○,1121011,電腦課程消費爭議
112,踩底線遊戲股份有限公司,林○○,1121011,募資平台消費爭議
112,嘖室股份有限公司,林○○,1121011,募資平台消費爭議
112,虎記股份有限公司,林○○,1121011,溫水瓶消費爭議
112,Joy＆Ray X Rachel＆Cary韓風潮拍館,涂○○,1121011,潮拍照相消費爭議
112,荷蘭商愛特斯股份有限公司,邱○○,1121006,網購消費爭議
112,元滋品牌股份有限公司,沈○○,1121006,買賣餐食消費爭議
112,蘇孟綺(房屋出租人),簡○,1121005,房屋租賃電費消費爭議
112,睦風國際有限公司,李○○,1121004,交友服務契約消費爭議
112,玩美美妍館,蔡○○,1121003,按摩課程消費爭議
112,荷芮有限公司(Vine Vera南京店),林○○,1121002,訪問交易解約爭議
112,露天賣家：order-buy0923617020,李○○,1121002,網購消費爭議
112,臺北市私立陳名文理短期補習班,林○○,1120928,補習課程爭議
112,蝦皮賣家帳號:archerhsieh(H&J印尼代購),薛○○,1120928,網購消費爭議
112,居佳室內裝修有限公司,岑○○,1120926,室內裝修消費爭議
112,貓膩會館,林○○,1120925,寵物買賣爭議
112,雷麒科技有限公司,陳○○,1120925,網購消費爭議
112,萬隱娛樂有限公司,楊○○,1120922,網購消費爭議
112,全聯實業股份有限公司,鄭○○,1120922,食品衛生消費爭議
112,順盛商行,鍾○○,1120922,通訊交易爭議
112,和潤企業股份有限公司,申○○,1120920,汽車貸款爭議
112,大立欣業工程有限公司,費○○,1120920,室內設計裝修消費爭議
112,銳玩遊戲有限公司,李○○,1120920,線上遊戲消費爭議
112,御存國際有限公司,葉○○,1120920,委託代辦借款消費爭議
112,芸妮有限公司,王○○,1120919,訪問交易消費爭議
112,媚吉有限公司,王○○,1120919,訪問交易消費爭議
112,蜂群電子商務股份有限公司,楊○○,1120918,瓦斯桶消費爭議
112,嘖嘖集資平台提案人：蔡惠玟,林○○,1120918,網購消費爭議
112,美夢成真(Jabali佳寶麗複合式美容美髮養護會所),柯○○,1120918,瘦身美容課程消費爭議
112,采定國際行銷股份有限公司(ANDEN HUD),吳○○,1120915,通訊交易消費爭議
112,蝦皮賣家：abc699,王○○,1120913,網購消費爭議
112,學米股份有限公司,陳○○,1120913,補習課程消費爭議
112,伊果精品,尹○○,1120912,商品瑕疵爭議
112,六號工程有限公司,林○○,1120912,工程施工爭議
112,迪那有限公司,蘇○○,1120911,線上遊戲消費爭議
112,蝦皮賣家：formosabobby,李○○,1120911,網購消費爭議
112,巧巧郎集運,彭○○,1120911,運送家具消費爭議
112,攀高峰實業社,張○○,1120911,網購消費爭議
112,芮吉股份有限公司(Richesse Pilates),李○○,1120907,健身教練課程爭議
112,荷蘭商聯想股份有限公司,林○○,1120907,筆電保固爭議
112,蝦皮賣家：luowenhua,陳○○,1120906,網購消費爭議
112,蝦皮賣家：liuyb1,陳○○,1120906,網購消費爭議
112,蝦皮賣家：zwz22,陳○○,1120906,網購消費爭議
112,蝦皮賣家：yjr1122,陳○○,1120906,網購消費爭議
112,蝦皮賣家：dingjiechao,陳○○,1120906,網購消費爭議
112,遠信國際資融股份有限公司,周○○,1120906,購買線上課程消費爭議
112,學米股份有限公司,周○○,1120906,購買線上課程消費爭議
112,香檳蕾絲禮服有限公司,潘○○,1120905,婚紗租借消費爭議
112,孟宸國際貿易有限公司,董○○,1120905,網購消費爭議
112,大芒果國際股份有限公司,陳○○,1120905,房屋租賃消費爭議
112,全民打彈珠(夾寶樂園),黃○○,1120904,娃娃機消費爭議
112,雅虎賣家：Y9803863726,李○○,1120904,網購消費爭議
112,蝦皮賣家帳號：btbt0909,林○○,1120904,網購消費爭議
112,台灣樂線有限公司,劉○○,1120901,線上遊戲消費爭議
112,有品科技有限公司,鄒○○,1120831,網購消費爭議
112,可承國際股份有限公司,鄒○○,1120831,網購消費爭議
112,興洋建設股份有限公司,周○○,1120830,房屋租賃爭議
112,10來運轉,張○○,1120829,娃娃機保夾消費爭議
112,露天賣家(露天帳號：doctorpon),劉○○,1120829,網路購物消費爭議
112,台灣良笑商貿易股份有限公司,吳○○,1120825,網路購物消費爭議
112,千葉商城購物有限公司,莊○○,1120825,網路購物消費爭議
112,優步福爾摩沙股份有限公司,陳○,1120823,載客車輛毀損爭議
112,香港商世界健身事業有限公司,蔡○○,1120823,健身中心消費爭議
112,張嘉壬(ASAKI山崎均質機),楊○○,1120823,通訊交易消費爭議
112,鴻柏國際物流有限公司,楊○○,1120823,通訊交易消費爭議
112,愛居精品傢俱,楊○○,1120822,購買家具消費爭議
112,舒密品,楊○○,1120822,購買家具消費爭議
112,創浩精品傢俱有限公司,楊○○,1120822,購買家具消費爭議
112,自然物語生態工作室,吳○○,1120821,寵物美容消費爭議
112,喜貓喜狗寵物美容,吳○○,1120821,寵物美容消費爭議
112,自然物語生態工作室,吳○○,1120821,寵物美容消費爭議
112,喜貓喜狗寵物美容,吳○○,1120821,寵物美容消費爭議
112,普洛吉村有限公司,尤○,1120818,機車維修消費爭議
112,MCASHA ARPOLYGON (金豐時尚有限公司),郭○○,1120816,購買衣服消費爭議
112,美買國際有限公司,張○○,1120816,運輸服務消費爭議
112,盛昌優質乾洗,蕭○○,1120815,洗衣消費爭議
112,沅震工業社,陳○○,1120815,網購消費爭議
112,全國行銷股份有限公司,張○○,1120815,網購消費爭議
112,敦碩實業有限公司,洪○○,1120815,網購消費爭議
112,李韋蓁(月嫂),林○○,1120814,到府月嫂契約爭議
112,燦星國際旅行社股份有限公司,蘇○○,1120814,旅客運送消費爭議
112,日本航空股份有限公司,蘇○○,1120814,旅客運送消費爭議
112,世達通運股份有限公司,林○○,1120814,機票登載姓名錯誤消費爭議
112,提領時尚國際股份有限公司,劉○○,1120814,網購消費爭議
112,和潤企業股份有限公司,林○○,1120807,汽車貸款消費爭議
112,台灣小米通訊有限公司,許○○,1120807,手機保固爭議
112,陳東輝、呂又又(臉書賣家),高○○,1120804,臉書購物爭議
112,中華賓士汽車股份有限公司,廖○○,1120802,購買汽車所衍生消費爭議
112,台灣大車隊股份有限公司,洪○○,1120801,搭乘計程車消費爭議
112,伊瑪格科技有限公司,駱○○,1120801,網購消費爭議
112,樂妍美學苑,廖○○,1120731,美容課程消費爭議
112,曾裕明,顧○○,1120731,裝修消費爭議
112,中蓮國際有限公司,顧○○,1120731,裝修消費爭議
112,安必高實業有限公司,鄭○○,1120728,網購消費爭議
112,7-11賣貨便賣家(賣場名稱：蝦皮下單),陳○○,1120727,網購消費爭議
112,有品科技股份有限公司,簡○○,1120727,募資平台消費爭議
112,嘖室股份有限公司,簡○○,1120727,募資平台消費爭議
112,愛玩美洗衣店,張○○,1120726,洗衣服務消費爭議
112,展雲事業股份有限公司,王○○李○○,1120726,靈骨塔買賣消費爭議
112,周朝陽(房屋出租人),石○○,1120725,房屋租賃爭議
112,洗衣大學洗衣店,董○○,1120724,送洗皮靴消費爭議
112,永浩空間設計室內裝修有限公司,黃○○,1120724,室內修繕爭議
112,宏碁股份有限公司,林○○,1120720,螢幕送修爭議
112,玩樂商行（玩樂分期）,李○○,1120720,無卡分期契約爭議
112,阜妹妹國際行銷有限公司,蔡○○,1120719,藝文活動消費爭議
112,樂淘資訊股份有限公司,郭○○,1120719,網路代購消費爭議
112,泉欣房屋仲介有限公司,陳○○,1120719,房屋仲介消費爭議
112,酷遊天國際旅行社股份有限公司,陳○○,1120719,網路購買接機服務
112,遊戲橘子數位科技股份有限公司,林○○,1120719,線上遊戲消費爭議
112,玩美美妍館,王○○,1120718,美容課程消費爭議
112,麗嬰國際股份有限公司,曾○○,1120718,點數兌換商品消費爭議
112,新加坡商競舞電競有限公司,任○○,1120717,線上遊戲消費爭議
112,熱酷科技有限公司,周○○,1120717,線上遊戲消費爭議
112,展雲事業股份有限公司,黃○○,1120717,生前契約消費爭議
112,雅玨國際精品股份有限公司,巫○○,1120713,網路購物消費爭議
112,蝦皮賣家帳號：pollysat1115,劉○○,1120712,網購消費爭議
112,蝦皮賣家帳號：rizt6ish16,李○○,1120712,網購消費爭議
112,國泰世紀產險保險股份有限公司,張○○,1120711,防疫保單理賠爭議
112,露天賣家露天帳號：jimmyangcc,林○○,1120711,通訊交易消費爭議
112,小蔡電器(米米實業有限公司),蘇○○,1120710,網路購物消費爭議
112,探索私旅有限公司,李○○,1120707,旅遊住宿消費爭議
112,國華徵信有限公司,胡○○,1120707,尋人費用消費爭議
112,陳彥旭得意髮業有限公司(C.Y.S假髮 接髮),李○○,1120706,契約效力爭議
112,國泰世紀產物保險股份有限公司,林○○,1120706,防疫保單理賠爭議
112,單立偉(房屋出租人),陳○○,1120706,租賃押金返還爭議
112,飛德教育股份有限公司附設臺北市飛德語文短期補習班,謝○○,1120705,補習課程消費爭議
112,歐寶櫥櫃有限公司,王○○,1120705,購買家具消費爭議
112,台灣樂線有限公司,羅○○,1120703,線上遊戲消費爭議
112,極勁股份有限公司,許○○,1120703,訪問交易消費爭議
112,寰邦股份有限公司,侯○○,1120703,健身中心消費爭議
112,喬合實業有限公司(蝦皮賣家:gyaoda，怡和家電),侯○○,1120629,網購消費爭議
112,玩美美妍會館,王○○,1120620,美容課程退費爭議
112,創浩精品傢俱有限公司,李○○,1120619,訪問交易消費爭議
112,小蔡電器(米米實業有限公司),林○○,1120616,網購消費爭議
112,愛爾達科技股份有限公司,趙○○,1120614,線上影視服務消費爭議
112,樸寓國際青年旅舍有限公司,蒲○○,1120612,訂房退費消費爭議
112,手機伊森-士林iphone手機維修店,蘇○○,1110612,手機維修消費爭議
112,吉恩立數位科技股份有限公司,王○○,1110612,線上遊戲消費爭議
112,台灣運算股份有限公司,陳○○,1120609,藝文票券消費爭議
112,全網行銷股份有限公司帳號L2331800RH1,吳○○,1120606,通訊交易消費爭議
112,全網行銷股份有限公司（超級好賣）,吳○○,1120606,通訊交易消費爭議
112,李淑惠(房屋出租人),吳○○,1120605,租賃爭議
112,宇拓創新股份有限公司,陳○○,1120602,網購消費爭議
112,FB商家( Liu Chiao Ting精品),黃○○,1110602,網購消費爭議
112,台灣之星電信股份有限公司,朱○○,1120602,通訊收訊品質消費爭議
112,巨龍山莊,王○○,1110601,泡湯券加價爭議
112,立足點足體養生概念館,黃○○,1110601,按摩服務消費爭議
112,優食台灣股份有限公司,顧○○,1120531,外送消費爭議
112,武議國際股份有限公司（健身計畫 Project Fit）,陳○○,1120529,健身房儲值爭議
112,荷蘭商聯想股份有限公司,廖○○,1120529,筆電瑕疵消費爭議
112,永豐棧酒店,張○○,1120525,住宿消費爭議
112,順為國際股份有限公司,張○○,1120525,住宿消費爭議
112,安給有限公司,林○○,1120524,購買眼鏡消費爭議
112,新加坡商競舞電競有限公司,郭○○,1120524,線上遊戲儲值爭議
112,台灣三星電子股份有限公司,林○○,1120524,手機保固消費爭議
112,台灣赫斯特媒體股份有限公司,蔡○○,1120522,通訊交易消費爭議
112,新加坡商競舞電競有限公司,邱○○,1120522,線上遊戲消費爭議
112,大豐旅行社台北分公司,高○○,1120519,旅遊服務消費爭議
112,維納斯企業社,黃○○,1120519,網購消費爭議
112,完美美妍館,秦○○,1120518,瘦身美容爭議
112,達人網科技股份有限公司,王○○,1120518,工程施工消費爭議
112,呂家油漆工程行,王○○,1120518,工程施工消費爭議
112,台灣之星電信股份有限公司,梁○,1120518,電信服務消費爭議
112,立足點足體養身概念舘,劉○○,1120517,按摩券消費爭議
112,克爾豪股份有限公司,吳○○,1120517,線上遊戲消費爭議
112,Arsenal兵工廠 機車改裝精品,賴○○,1120516,網購消費爭議
112,法國巴黎婚紗,許○○,1120516,婚紗攝影消費爭議
112,遠信國際資融股份有限公司,葉○○,1120515,訂購教材爭議
112,全聯實業股份有限公司,王○○,1120515,抽獎活動消費爭議
112,盛昌乾洗店,王○○,1120515,洗衣服務消費爭議
112,易飛網國際旅行社股份有限公司,戴○○,1120511,旅遊消費爭議
112,吉兒普拉行銷有限公司,黃○○,1120511,教練課程爭議
112,松崗技研企業,陳○○,1120510,室內修繕爭議
112,輪騎穩車業有限公司,胡○○,1120510,買賣機車贈品爭議
112,家裡海鮮鍋燒-松山店,李○○,1120509,餐廳收取清潔費爭議
112,智擎數位科技股份有限公司,吳○○,1120509,線上教學爭議
112,仲信資融股份有限公司,吳○○,1120509,線上教學爭議
112,三宅一秀室內裝修設計有限公司,周○○,1120504,室內裝修爭議
112,雅比司室內設計美學館,林○○,1120504,家具品質
112,台灣微軟股份有限公司,張○○,1120504,網購消費爭議
112,宜蘭雀客童媽吉親子飯店,李○○,1120502,住宿禮券消費爭議
112,蝦皮賣家帳號：xiaowai886,鄧○○,1120502,網購消費爭議
112,富邦產物保險股份有限公司,孫○○,1120428,防疫保單爭議
112,樂果國際娛樂股份有限公司,李○○,1120426,路跑活動取消退費爭議
112,優步福爾摩沙股份有限公司,潘○○,1120426,車資消費爭議
112,仲信資融股份有限公司,余○○,1120425,補習課程消費爭議
112,私立英代語文短期補習班,余○○,1120425,補習課程消費爭議
112,信瑞國際實業有限公司(電商防護盾),蕭○○,1120425,網路課程消費爭議
112,露天帳號：shhs242,顏○○,1120425,網購消費爭議
112,台灣大車隊股份有限公司,羅○○,1120424,運輸服務消費爭議
112,富胖達股份有限公司,林○○,1120424,美食外送消費爭議
112,香港商悅動娛樂有限公司,黃○○,1120421,網路連線遊戲消費爭議
112,私立英代外語文理短期補習班,宋○○,1120420,補習課程消費爭議
112,台灣樂線有限公司,林○○,1120419,線上遊戲消費爭議
112,芳療師米亞,蔡○○,1120419,芳療服務消費爭議
112,鴻展冷氣工程,吳○○,1120418,電器維修消費爭議
112,ENEN BEAUTY STUDIO,郭○○,1120414,美容課程消費爭議
112,希佑國際有限公司,黃○○,1120414,網購消費爭議
112,速龍有限公司,羅○○,1120413,網購消費爭議
112,新竹物流股份有限公司,羅○○,1120413,網購消費爭議
112,CUM-Create Ur Mmmagic,陳○○,1120413,藝文表演票券爭議
112,私立英代外語文理短期補習班,朱○○,1120413,補習課程消費爭議
112,英捷國際股份有限公司,朱○○,1120413,補習課程消費爭議
112,創意奈米科技工作室,林○○,1120410,汽車美容爭議
112,尚億國際創育有限公司,馮○○,1120410,課程消費爭議
112,39元商販,楊○○,1120410,購買耳機消費爭議
112,有品科技有限公司,王○○,1120407,預購消費爭議
112,可承國際股份有限公司,王○○,1120407,預購消費爭議
112,曾川華(出租人/受任人：一米好居有限公司),吳○○,1120331,租賃爭議
112,蝦皮賣家(蝦皮商店名稱: this-shop888),蔡○○,1120331,網購消費爭議
112,米米實業有限公司,劉○○,1120331,網購消費爭議
112,玩美spa,蔡○○,1120331,美容課程消費爭議
112,全聯實業股份有限公司,林○○,1120329,線上購APP訂單爭議
112,台北私立首選文理短期補習班,吳○○,1120329,短期補習班消費爭議
112,富邦產物保險股份有限公司,朱○○,1120329,防疫保單消費爭議
112,全聯實業股份有限公司,魏○○,1120329,有機蔬菜消費爭議
112,香港商初心網絡科技股份有限公司,張○○,1120328,線上遊戲消費爭議
112,新加坡商蝦皮娛樂電商有限公司,呂○○,1120328,網購消費爭議
112,合馬家具有限公司,呂○○,1120328,網購消費爭議
112,三重管理顧問有限公司,劉○○,1120328,仲介斡旋爭議
112,克爾豪股份有限公司,羅○○,1120327,線上遊戲消費爭議
112,蝦皮賣家：豐亨嚴選,宋○○,1120327,網購消費爭議
112,皇爵國際家具有限公司,劉 ○,1120323,訪問交易消費爭議
112,台灣國際航電股份有限公司,戴○○,1120322,手錶錶帶消費爭議
112,優得貿易有限公司,王○○,1120322,網購消費爭議
112,蝦皮賣家：iiiiiiiiiiooooooo,伍○○,1120321,網購消費爭議
112,愛彼遊戲有限公司,陳○○,1120321,線上遊戲消費爭議
112,台灣虎航股份有限公司,王○○,1120321,購買機票消費爭議
112,星靓點花園飯店,張○○,1120321,網購年菜消費爭議
112,八號分機精品股份有限公司,張○○,1120320,網路直播消費爭議
112,藝啟股份有限公司,游○○,1120320,網路直播消費爭議
112,蝦皮賣家：魚易購生活館,廖○○,1120315,網購消費爭議
112,台灣惠而浦股份有限公司,詹○○,1120315,購買冷氣消費爭議
112,車際汽車,饒○○,1120315,購買中古汽車消費爭議
112,蝦皮帳號：55zhanque,黃○○,1120314,通訊交易消費爭議
112,新加坡商蝦皮娛樂電商有限公司,黃○○,1120314,通訊交易消費爭議
112,欣欣時尚旅店松山站,徐○○,1120314,訂房消費爭議
112,全聯實業股份有限公司,王○○,1120314,抽獎活動消費爭議
112,香港商世界健身事業有限公司,陳○○,1120313,健身教練爭議
112,茱蒂婚紗攝影事業有限公司,胡○○,1120313,婚紗攝影爭議
112,荷蘭商海恩斯莫里斯有限公司(H & M),陳○○,1120313,退貨爭議
112,台灣屈臣氏個人用品商店股份有限公司,王○○,1120313,因抽獎活動消費爭議
112,敦遠國際有限公司,周○○,1120309,購買帳篷消費爭議
112,御通國際企業有限公司,周○○,1120308,貨物運送賠償爭議
112,蝦皮賣家：foreverkily.tw,林○○,1110308,網購消費爭議
112,新加坡商蝦皮娛樂電商有限公司,林○○,1110308,網購消費爭議
112,雅虎賣家：Y5548222486,詹○○,1120307,網購消費爭議
112,瑪嫚有限公司,高○○,1120306,美容推銷爭議
112,景美夜市攤販（劉千慈）,余○○,1120306,服飾買賣消費爭議
112,松奇汽車,鐘○○,1120306,汽車買賣消費爭議
112,中港佳音樂器有限公司,林○○,1120303,網購消費爭議
112,商店街市集國際資訊股份有限公司,林○○,1120303,網購消費爭議
112,正業慈文特區地政士聯合事務所林宥侖,羅○○,1120301,成屋買賣糾紛
112,星重力數位科技股份有限公司,吳○○,1120301,線上遊戲消費爭議
112,蝦皮賣家：azuredawn,伍○○,1120301,網購消費爭議
112,新加坡商蝦皮娛樂電商有限公司,張○○,1120223,網購消費爭議
112,三新奧特萊斯股份有限公司,黃○○,1120222,商品瑕疵消費爭議
112,興宸科技股份有限公司,陳○○,1120222,冷氣裝設退稅爭議
112,冰U花店,徐○○,1120220,商品瑕疵消費爭議
112,克爾豪股份有限公司,陳○○,1120220,線上遊戲消費爭議
112,恩奕互動娛樂有限公司,甘○○,1120217,線上遊戲消費爭議
112,私立英代語文短期補習班,李○○,1120217,短期補習班消費爭議
112,完美美妍館,林○○,1120216,美容服務消費爭議
112,臺北市私立勵行國貿會計語文短期補習班,高○○,1120215,短期補習班消費爭議
112,艾爾瑞有限公司,陳○○,1120214,美容服務消費爭議
112,聚鼎物流送貨中心,羅○○,1120210,商品運送消費爭議
112,青年公園高爾夫球練習場停車場,邵○○,1120210,停車受損消費爭議
112,Pump Studio Taipei,蕭○○,1120208,刺青消費爭議
112,Simon Select Shop,周○○,1120208,網購消費爭議
112,悠閒渡假有限公司,成○○,1120207,住宿訂房消費爭議
112,逆光婚紗工作室,詹○○,1120202,婚紗退訂爭議
112,台灣樂線有限公司,李○○,1120202,線上遊戲消費爭議
112,可承國際股份有限公司,葉○○,1120202,網購消費爭議
112,香港商動視暴雪有限公司,劉○○,1120202,線上遊戲消費爭議
112,蝦皮賣家帳號：5wangai,簡○○,1120131,網購消費爭議
112,新加坡商蝦皮娛樂電商有限公司,凃○○,1120131,網購消費爭議
112,蝦皮賣家帳號：_i4foxzqk3,凃○○,1120131,網購消費爭議
112,昇輝航空貨運承攬有限公司,陳○○,1120118,承攬運送服務
112,速龍有限公司,陳○○,1120118,承攬運送服務
112,蝦皮賣家帳號：max239330,文○○,1120117,網購消費爭議
112,蝦皮賣家帳號：8mb_9qcggj,陳○○,1120117,網購消費爭議
112,露天賣家帳號：technic66,賴○○,1120110,網購消費爭議
112,和雲行動服務股份有限公司,羅○○,1120109,共享運具消費爭議
112,非喵不可商行,楊○○,1120109,寵物買賣消費爭議
112,天傑科技有限公司,顏○○,1120106,募資平台消費爭議
112,DOLLY BEAUTY 朵立美婕美學,劉○○,1120106,美容服務消費爭議
112,台灣樂線有限公司,林○○,1120106,線上遊戲消費爭議
112,興德市場魚販(阿源),張○,1120106,市場購物消費爭議
112,巨遠股份有限公司,游○○,1120104,網購消費爭議
