序號,據點名稱,行政區,行政區代碼,據點地址,聯絡電話
223,台北市文山區順興社區發展協會,文山區,63000080,"臺北市文山區順興里興隆路4段165巷12號1、2樓
(協會活動會所)；忠順街2段22號2樓(忠順區民活",0935-859237
224,臺北市文山區順興里辦公處,文山區,63000080,"臺北市文山區順興里保儀路138巷28號2樓；忠順街
2段22號2樓(忠順區活)、中崙路13號(忠順廟)",0934-143675
225,臺北市文山區萬年社區發展協會,文山區,63000080,臺北市文山區萬年里羅斯福路5段150巷35號1樓,0921-923357
226,社團法人臺北市文山區三福社區發展協會,文山區,63000080,臺北市文山區萬有里興隆路1段238之1號1樓,0988-622378
227,臺北市文山區萬和社區發展協會,文山區,63000080,"臺北市文山區萬和里汀州路4段251號1樓、253號1
樓；萬福區民活動中心",02-89310117
228,社團法人台北市基督教萬芳浸信會,文山區,63000080,臺北市文山區萬芳里萬美街1段19巷5號、5-1號,0989-549622
229,臺北市文山區萬美里辦公處,文山區,63000080,"臺北市文山區萬美里萬美街2段2巷6號1樓；萬和街
2號（萬芳4號公園教室）",0972-246039
230,臺北市文山區萬盛里辦公處,文山區,63000080,臺北市文山區萬盛里興隆路1段15號3樓,0972-246012
231,臺北市文山區萬龍社區發展協會,文山區,63000080,臺北市文山區萬隆里萬隆街27號1樓,02-29345047
232,台灣美滿家庭社區服務協會,文山區,63000080,臺北市文山區萬興里指南路2段11號,0963-328599
233,臺北市文山區試院里辦公處,文山區,63000080,臺北市文山區試院里和興路88號2樓,"02-29365522轉248或
0972-246023"
234,社團法人中華民國香柏樹長者社區關懷協會 ( 樟新 ),文山區,63000080,臺北市文山區樟新里實踐段三小段789地號,0911-183802
235,臺北市文山區樟新社區發展協會,文山區,63000080,臺北市文山區樟新里㇐壽街22號9樓,0905-156910
236,臺北市文山區樟林社區發展協會,文山區,63000080,臺北市文山區樟腳里恆光街 45號 7樓和 8樓,0936-694012
237,社團法人中華恆動能健康促進協會( 興安 ),文山區,63000080,"臺北市文山區興安里興隆路2段88之2號1樓、5樓
(5F興安區民活動中心、5F文山婦女支持培力中心）",0912-868531
238,臺北市文山老人服務暨日間照顧中心( 財團法人恆安社會福利慈善事業基金會 ),文山區,63000080,臺北市文山區興安里興隆路2段88之3號1樓,02-22344893
239,臺北市文山區興邦里辦公處,文山區,63000080,臺北市文山區興邦里興隆路2段203巷2弄10號1樓,0975-586972
240,社團法人臺北市文山區德芳社區發展協會,文山區,63000080,"臺北市文山區興邦里興隆路2段153巷6弄5號1樓；
興隆路2段97號4樓",0952-572176
241,臺北市文山區興旺社區發展協會,文山區,63000080,臺北市文山區興旺里福興路5號,0936-048808
242,臺北市文山區興昌里辦公處,文山區,63000080,臺北市文山區興昌里辛亥路4段199號,0960-604305
243,財團法人基督教台灣信義會 ( 家家歌珊堂 ),文山區,63000080,臺北市文山區興家里興隆路3段207巷6弄8號,02-22308169#12
244,臺北市文山區興得里辦公處,文山區,63000080,"臺北市文山區興得里興隆路3段222號(1樓廣場及
4、5樓社區教室)",0905-596939
245,臺北市文山區興業里辦公處,文山區,63000080,臺北市文山區興業里興隆路2段160號10樓,0938-307588
246,社團法人中華民國沐光家園癌友關懷協會,文山區,63000080,臺北市文山區興業里興隆路2段220巷51-1號,0922-323338
247,臺北市文山區興福里辦公處,文山區,63000080,臺北市文山區興福里景華街121巷7弄1號,0939-159495
248,臺北市北投區八仙里辦公處,北投區,63000120,"臺北市北投區八仙里北投路1段臨30號、臺北市北投
區八仙里北投路1段臨20號(西安橋南側室外空地)",02-28912105#234
249,臺北市北投區大屯里辦公處,北投區,63000120,臺北市北投區大屯里復興三路521巷18號,0985-325333
250,臺北市北投區大同里辦公處,北投區,63000120,臺北市北投區大同里大同街135號,0928-965371
251,臺北市北投區新大同社區發展協會,北投區,63000120,臺北市北投區大同里育仁路57號,0922-495528
252,社團法人中華仁親社區關懷協會 ( 北投好厝邊 ),北投區,63000120,臺北市北投區中心里大業路721號1樓,0933-057832
253,台北市北投青溪協會,北投區,63000120,臺北市北投區中庸里珠海路2-1號,02-28922200
254,台北市愛肯關懷協會,北投區,63000120,臺北市北投區中庸里雙全街19巷4號1樓,0928-086802
255,臺北市北投區文化里辦公處,北投區,63000120,臺北市北投區文化里文化三路48號1樓,02-28912105
256,臺北市北投區硫磺谷社區發展協會,北投區,63000120,"臺北市北投區稻香里稻香路81號6樓(稻香區民活動
中心)及臺北市北投區文化里文化三路48號1樓(文化
里",0910-412056
257,臺北市北投區文林里辦公處,北投區,63000120,"臺北市北投區文林里致遠㇐路1段9號；致遠㇐路1段
10巷8號1樓（H66教會)",02-28231156
258,臺北市北投區永和社區發展協會,北投區,63000120,臺北市北投區永和里行義路138-1號1樓,0910-069290
259,臺北市北投區幸福永和社區發展協會,北投區,63000120,臺北市北投區永和里行義路63號,0928-868298
260,台北市石牌長青會 ( 永明里 ),北投區,63000120,臺北市北投區永明里義理街65號1樓,"02-28922000或 0901-
276276"
261,臺北市北投區我愛石牌社區發展協會,北投區,63000120,臺北市北投區石牌里建民路116巷13號,0921-895893
262,臺北市北投區新石牌社區發展協會,北投區,63000120,臺北市北投區石牌里自強街120巷15弄8號,0919-252656
263,社團法人台灣守護有祢生命關懷協會( 守護八禱小站 ),北投區,63000120,臺北市北投區立農里吉利街231號1樓,0983-108777
264,臺北市北投區立群社區發展協會,北投區,63000120,"臺北市北投區立賢里尊賢街251巷18號1樓 (里民活
動場所)",02-28225613
265,臺北市北投區吉利里辦公處,北投區,63000120,"臺北市北投區吉利里石牌路1段39巷100號1樓及5樓
(臺北市北投運動中心)",0928-965310
266,"社團法人國際奔享體驗教育發展協會
( 吉利真光 )",北投區,63000120,臺北市北投區吉利里石牌路1段39巷80弄41號1樓,02-28288884
267,社團法人國際奔享體驗教育發展協會( 新白石 ),北投區,63000120,臺北市北投區吉慶里實踐街48巷3號1樓,02-28288884
268,社團法人台北市北投區吉慶社區發展協會,北投區,63000120,臺北市北投區吉慶里致遠二路61巷2-2號1、2樓,02-28282002
269,臺北市北投區秀山社區發展協會,北投區,63000120,臺北市北投區秀山里中和街502巷2弄11號1樓,0933-856288
270,北投老人服務中心(臺北市政府委託社團法人中華民國士林靈糧堂社會福利協會經營管理),北投區,63000120,臺北市北投區奇岩里三合街1段119號6樓,02-28930572
271,財團法人台北市北投文化基金會,北投區,63000120,臺北市北投區林泉里中山路5-12號,02-28917453
272,台北市石牌長青會,北投區,63000120,臺北市北投區⾧安里中央北路1段12號3樓及4樓,02-28922200
273,台北市北投青溪協會 ( 建民里 ),北投區,63000120,臺北市北投區建民里文林北路80巷38弄2號1樓,02-28922200
274,臺北市北投區建民里辦公處,北投區,63000120,臺北市北投區建民里文林北路36號,0906-905025
275,台北市北投區泉源社區發展協會,北投區,63000120,"臺北市北投區泉源里東昇路45之5號；東昇路12巷
2-12號1.2樓",0920-883960
276,臺北市北投區泉源里辦公處,北投區,63000120,臺北市北投區泉源里東昇路80號旁,0928-965556
277,社團法人中華健康美好生活協會 ( 洲美 ),北投區,63000120,臺北市北投區洲美里福美路207號,0910-302055
278,臺北市北投區振華社區發展協會,北投區,63000120,臺北市北投區振華里裕民㇐路40巷37號1樓,02-28236110
279,臺北市北投區桃源里辦公處,北投區,63000120,臺北市北投區桃源里中央北路3段40巷7號,0928-965521
280,臺北市北投區清江社區發展協會,北投區,63000120,"臺北市北投區清江里清江路201號，清江路218號
1、2樓",02-28922543
281,社團法人台北市北投區尊賢社區發展協會,北投區,63000120,臺北市北投區尊賢里尊賢街302巷19號1樓,0927-955059
282,臺北市北投區智仁里辦公處,北投區,63000120,臺北市北投區智仁里杏林二路74巷3號,0928-965393
283,臺北市北投區湖山里辦公處,北投區,63000120,臺北市北投區湖山里紗帽路128號(中山新村),0932-923070
284,臺北市北投區開明社區發展協會,北投區,63000120,臺北市北投區開明里永興路2段8號,0912-818252
285,社團法人台灣多元社會福利協會 ( 溫馨園 ),北投區,63000120,臺北市北投區溫泉里溫泉路68-10號,02-28927001
286,社團法人台灣愛喜樂關懷協會,北投區,63000120,"臺北市北投區裕民里明德路161號1樓及地下2樓方
舟教室",02-28224466
287,臺北市北投區榮光社區發展協會,北投區,63000120,臺北市北投區榮光里石牌路1段166巷43弄15號,0910-911378
288,台北市石牌全人關懷協會,北投區,63000120,"臺北市北投區榮華里明德路281號1樓、臺北市北投
區榮華里明德路283號2樓",0956-728508
289,台北市北投區福興社區發展協會,北投區,63000120,臺北市北投區福興里自強街5巷22號,0955-404968
290,社團法人國際奔享體驗教育發展協會( 稻香真光 ),北投區,63000120,臺北市北投區稻香里稻香路85號1樓,02-28288884
291,臺北市北投區新稻香社區發展協會,北投區,63000120,"臺北市北投區稻香里稻香路81號6樓(稻香區民活動
中心-大會場)",0989-089138
292,社團法人台灣守護有祢生命關懷協會( 守護復興崗小站 ),北投區,63000120,臺北市北投區稻香里稻香路81號6樓(第㇐教室),0983-108777
293,臺北市北投區豐年里辦公處,北投區,63000120,臺北市北投區豐年里中央北路2段95巷1弄1號1樓,0928-965509
294,台灣運動健康科學學會,北投區,63000120,臺北市北投區豐年里大業路527巷33號2樓,02-28922200
295,財團法人基督教拿撒勒人會 ( 關渡據點 ),北投區,63000120,臺北市北投區關渡里知行路260巷26號,0975-661071
296,臺北市樂活關渡健康促進協會,北投區,63000120,"台北市北投區關渡里知行路212號(關渡國中5樓教
室)",02-28587000#6000
297,財團法人台北市民生社區基督教會,松山區,63000010,臺北市松山區三民里民生東路5段138巷3號3樓之7,0901-355104
298,臺北市松山區中正里辦公處,松山區,63000010,臺北市松山區中正里⾧安東路2段229號12樓,0937-031518
299,社團法人台灣頌恩活力協會,松山區,63000010,臺北市松山區中華里敦化北路145巷30號1樓,02-87122215
300,財團法人弘道老人福利基金會 ( 松山 ),松山區,63000010,臺北市松山區民福里復興北路451號1樓,02-66131314
301,社團法人台北市銀髮族協會 ( 吉仁 ),松山區,63000010,臺北市松山區吉仁里八德路3段76號3樓之1,0958-526511
302,財團法人中華民國佛教慈濟慈善事業基金會 ( 松山聯絡處 ),松山區,63000010,臺北市松山區吉祥里008鄰南京東路5段188號16樓,02-82281628分機56
303,社團法人台北市銀髮族協會 ( 松山 ),松山區,63000010,臺北市松山區安平里寶清街42號1樓、2樓,0958-526511
304,財團法人中華基督教衛理公會恩友堂,松山區,63000010,臺北市松山區安平里寶清街123號,02-27670760
305,臺北市松山區安平社區發展協會,松山區,63000010,臺北市松山區安平里寶清街42號1樓、2樓,02-87806411
306,社團法人中國老人教育協會,松山區,63000010,"臺北市松山區自強里三民路35巷9號1、2樓 (㇐樓活
動中心、二樓健安新城)",02-27565010
307,社團法人台北市長期照護發展協會,松山區,63000010,臺北市松山區自強里三民路35巷9號1樓,02-27420058
308,世界潘氏宗親總會,松山區,63000010,臺北市松山區東光里南京東路5段29之3號3樓,02-27678497
309,社團法人台北市向日葵慈善協會,松山區,63000010,"臺北市松山區東勢里南京東路4段133巷7弄9號1
樓、7號1樓",02-87706501#22
310,社團法人台北市光鹽關懷發展協會,松山區,63000010,臺北市松山區東勢里南京東路4段107號12樓,02-27123242
311,臺北市松山區東勢里辦公處,松山區,63000010,臺北市松山區東勢里南京東路4段133巷8弄17號,0988-179575
312,社團法人台北市二村基石關懷協會,松山區,63000010,"臺北市松山區東榮里民生東路5段69巷2弄10號、12
號",02-27632002
313,臺北市松山區松基里辦公處,松山區,63000010,臺北市松山區松基里⾧春路339巷2號B1,0988-179579
314,社團法人愛樂福關懷文創發展協會,松山區,63000010,臺北市松山區莊敬里撫遠街367巷4號1樓,0972-866848
315,中華樂活推廣協會,松山區,63000010,臺北市松山區富錦里三民路136巷3號1樓,0937-073980
316,臺北市松山區建源社區發展協會,松山區,63000010,"臺北市松山區復建里八德路3段158巷7弄20號(復建
區民活動中心)、八德路3段158巷7弄47號",02-25791689
317,臺北市松山區復盛里辦公處,松山區,63000010,臺北市松山區復盛里市民大道5段99-2號、99-4號,02-87878787轉846
318,財團法人台北市私立永年社會福利慈善基金會,松山區,63000010,臺北市松山區復勢里光復北路80巷1號1樓,02-25786677轉2232
319,財團法人伊甸社會福利基金會,松山區,63000010,臺北市松山區復勢里八德路3段155巷4弄35號1樓,02-25702560
320,財團法人雙福社會福利慈善事業基金會 ( 蒙恩 ),松山區,63000010,臺北市松山區復勢里光復北路112號8樓,0921-962292
321,財團法人台北市基督教美仁浸信會,松山區,63000010,臺北市松山區復源里八德路3段106巷106號,02-25792065
322,台北市松山區敦化社區發展協會,松山區,63000010,臺北市松山區敦化里八德路3段12巷52弄2-1號,0918-060287
323,臺北市松山區慈祐里辦公處,松山區,63000010,臺北市松山區慈祐里八德路4段580號1樓,0988-587216
324,財團法人臺北市松年長春社會福利基金會（松山）,松山區,63000010,臺北市松山區慈祐里饒河街105號1樓、2樓、3樓,0983-180401
325,臺北市松山區新東社區發展協會,松山區,63000010,臺北市松山區新東里延壽街3號1樓,02-27664552
326,臺北市松山區新聚里辦公處,松山區,63000010,臺北市松山區新聚里南京東路5段374號,0988-179585
327,財團法人臺安基金會 ( 基督復臨安息日會松山教會 ),松山區,63000010,臺北市松山區福成里敦化南路1段78號,02-27716823
328,臺北市松山區龍田里辦公處,松山區,63000010,臺北市松山區龍田里光復北路230巷21號地下1樓,0988-179571
329,財團法人台灣省私立健順養護中心( 松山老人服務暨日間照顧中心 ),松山區,63000010,臺北市松山區鵬程里健康路317號1樓,02-27685636
330,財團法人台北市基督教全人福利事業基金會 ( 吳興教會 ),信義區,63000020,臺北市信義區三張里吳興街269巷18弄4、6、8號,0938-390201
331,臺北市信義區老人服務中心 ( 中華民國紅心字會 ),信義區,63000020,臺北市信義區大仁里大道路116號5樓之3,02-87870300
332,臺北市信義區大道里辦公處,信義區,63000020,臺北市信義區大道里忠孝東路5段790巷62弄4號,0933-720485
333,臺北市基督教新榮耀堂福音協進會,信義區,63000020,臺北市信義區大道里忠孝東路5段782號,0921-828764
334,台北市君賀人本關懷協會,信義區,63000020,"臺北市信義區中行里福德街221巷15號（瑠公國
中）",02-23278616
335,臺北市信義區中行里辦公處,信義區,63000020,"臺北市信義區中行里福德街268巷32號、臺北市信
義區大仁里大道路116號8樓。",0987-445009
336,社團法人台灣厝邊有愛關懷協會 ( 中坡教會 ),信義區,63000020,臺北市信義區中坡里大道路127-1號,0909-053076
337,社團法人台北市銀髮族協會 ( 信義 ),信義區,63000020,臺北市信義區中坡里中坡南路277號1樓,0958-526511
338,台北市紅十字會,信義區,63000020,臺北市信義區中興里信義路4段415號5樓之3,02-27583009
339,臺北市信義區五全里辦公處,信義區,63000020,臺北市信義區五全里永吉路278巷1弄13號1樓,0921-126652
340,臺北市信義區五常里辦公處,信義區,63000020,臺北市信義區五常里永吉路187巷6弄6號1樓,0925-198033
341,臺北市信義區六合里辦公處,信義區,63000020,臺北市信義區六合里松仁路240巷19號3樓,0900-605752
342,臺北市信義區挹翠社區發展協會,信義區,63000020,臺北市信義區六合里紫雲街23號1樓,02-27228636
343,臺北市信義區四育里辦公處,信義區,63000020,臺北市信義區四育里松隆路290號1樓,0968-257802
344,臺北市信義區四維里辦公處,信義區,63000020,臺北市信義區四維里虎林街70巷1號1樓,0915-252215
345,財團法人雙福社會福利慈善事業基金會 ( 信義社區照顧關懷據點 ),信義區,63000020,"臺北市信義區正和里光復南路443巷9號／臺北市信
義區正和里光復南路447-44號",0918-411278
346,臺北市信義區正和里辦公處,信義區,63000020,臺北市信義區正和里仁愛路4段452巷3號,0939-415358
347,財團法人中華民國佛教慈濟慈善事業基金會 ( 東區會所 ),信義區,63000020,臺北市信義區永吉里松隆路327號,02-82281628分機58
348,臺北市信義區永春社區發展協會,信義區,63000020,臺北市信義區永春里松山路287巷3弄21號,0966-728305
349,臺北市信義區安康里辦公處,信義區,63000020,臺北市信義區安康里虎林街232巷55號,0937-853597
350,臺北市信義區西村里辦公處,信義區,63000020,臺北市信義區西村里基隆路1段364巷22號,02-27586396
351,臺北市信義區松友社區發展協會,信義區,63000020,臺北市信義區松友里信義路6段76巷2弄22號1樓,"02-23466669 或 0967-
149699"
352,臺北市信義區長春里辦公處,信義區,63000020,"臺北市信義區⾧春里忠孝東路5段423巷45號、47號
1樓、47號2樓",0937-042279
353,臺北市信義區永安社區發展協會,信義區,63000020,"臺北市信義區⾧春里松山路294號4樓(永春區民活動
中心)",0963-763236
354,臺北市信義區雙春社區發展協會,信義區,63000020,臺北市信義區⾧春里松山路294號2樓,02-27695123
355,臺北市信義區泰和社區發展協會,信義區,63000020,"臺北市信義區泰和里松仁路308巷60號1樓，臺北市
信義區泰和里松仁路308巷61號",0987-052143
356,臺北市信義區國業里辦公處,信義區,63000020,臺北市信義區國業里虎林街222巷15號,02-27262518
357,臺北市信義區富台里辦公處,信義區,63000020,臺北市信義區富台里忠孝東路5段423巷4弄22號,0901-156880
358,臺北市信義區惠安里辦公處,信義區,63000020,臺北市信義區惠安里吳興街506巷21號,02-27588650
359,財團法人臺北醫學大學展齡中心 ( 信義 ),信義區,63000020,臺北市信義區景勤里吳興街156巷16弄7號1樓,02-27361661#2774
360,臺北市信義區景聯里辦公處,信義區,63000020,臺北市信義區景聯里基隆路2段39巷37弄2號,0900-602217
361,臺北市信義區興雅祥社區發展協會,信義區,63000020,"臺北市信義區雅祥里基隆路1段35巷9弄2號1樓 /臺
北市信義區基隆路1段35巷7弄35號",0978-810820
362,台灣沐風關懷協會,信義區,63000020,臺北市信義區新仁里忠孝東路4段563號2樓、5樓,0918-771757
363,臺北市信義區嘉興里辦公處,信義區,63000020,臺北市信義區嘉興里嘉興街175巷6號,0933-267062
364,中華民國老人福利協進會,信義區,63000020,臺北市信義區嘉興里信安街78-80號2樓(連棟),02-27382357
365,社團法人台灣厝邊有愛關懷協會 ( 永吉教會 ),信義區,63000020,臺北市信義區廣居里虎林街155、157、159號1樓,02-27238578
366,台灣體適能健康促進協會 ( 黎平 ),信義區,63000020,臺北市信義區黎平里崇德街118、120號1樓,0938-598298
367,臺北醫學大學高齡健康暨長期照護學系 ( 大我新舍 ),信義區,63000020,臺北市信義區黎安里和平東路3段599號,02-27361661
368,台灣體適能健康促進協會 ( 黎忠 ),信義區,63000020,臺北市信義區黎忠里和平東路3段391巷16號2樓,0938-598298
369,臺北市信義區黎順里辦公處,信義區,63000020,臺北市信義區黎順里崇德街15號,0900-606521
370,財團法人中華民國大同老人福利基金會,信義區,63000020,臺北市信義區興雅里基隆路1段155號3樓之6-9,02-27670563
371,社團法人台北市信義區雙和社區發展協會,信義區,63000020,臺北市信義區雙和里吳興街284巷24弄12號,02-27381447
372,臺北市南港區久如社區發展協會,南港區,63000090,臺北市南港區九如里研究院路2段208號1樓,0933-122481
373,台北市樂健發展協會,南港區,63000090,臺北市南港區三重里興東街1號2樓,0939-378239
374,財團法人弘道老人福利基金會,南港區,63000090,臺北市南港區中南里市民大道8段588巷18號,0979-810136
375,社團法人中華基督教加倍愛全人關懷協會,南港區,63000090,臺北市南港區中南里忠孝東路7段625巷16號,0905-818922
376,社團法人台灣厝邊有愛關懷協會 ( 中研教會 ),南港區,63000090,臺北市南港區中研里研究院路2段11巷5號,0911-186101
377,臺北市南港區中研新村社區發展協會,南港區,63000090,"臺北市南港區中研里研究院路2段70巷49號1樓；12
號2樓；28號1樓",0937-858636
378,臺北市南港區好厝邊社區發展協會,南港區,63000090,臺北市南港區中研里研究院路2段70巷12號2樓,0938-129401
379,臺北市南港區仁福里辦公處,南港區,63000090,臺北市南港區仁福里福德街443號1樓,0919-619949
380,臺北市南港區仁福社區發展協會,南港區,63000090,臺北市南港區仁福里福德街373巷61號1樓,0917-232297
381,社團法人台灣厝邊有愛關懷協會（錫安教會）,南港區,63000090,臺北市南港區玉成里玉成街20號,02-27831891
382,臺北市全人探索協會,南港區,63000090,臺北市南港區玉成里八德路4段768之1號4樓至6樓,0918-054725
383,財團法人以琳基督徒中心,南港區,63000090,臺北市南港區合成里中坡北路92號2樓,02-26511002#13
384,臺北市南港區百福里辦公處,南港區,63000090,臺北市南港區百福里福德街337號,0932-281165
385,社團法人台灣多元社會福利協會 ( 瀞德 ),南港區,63000090,臺北市南港區西新里成功路1段82巷11號,918124780
386,臺北市南港區西新里辦公處,南港區,63000090,臺北市南港區西新里成功路1段99號,0908-809805
387,財團法人台北市基督教南港浸信會( 臨時會堂 ),南港區,63000090,臺北市南港區南港里南港路1段293號,0905-200370
388,財團法人台灣省私立健順養護中心( 南港老人服務暨日間照顧中心 ),南港區,63000090,臺北市南港區重陽里重陽路187巷5號1.2樓,02-2653-5311#21
389,臺北市南港區新富里辦公處,南港區,63000090,臺北市南港區新富里富康街25號,0952-167703
390,社團法人中華民國我願意全人關懷協會,南港區,63000090,"臺北市南港區萬福里東新街64巷7、11、13號地下
樓；同德路85巷6號1樓",02-27826248
391,台北市後山埤文化發展協會,南港區,63000090,臺北市南港區聯成里東新街77巷31號,02-27851737
392,臺北市南港區鴻福社區發展協會,南港區,63000090,臺北市南港區鴻福里成福路84號1樓,0958-151645
393,社團法人臺北市南港區舊莊社區發展協會,南港區,63000090,臺北市南港區舊莊里舊莊街1段91巷11號,0931-518686
394,財團法人台灣基督傳道會復生教會,南港區,63000090,臺北市南港區舊莊里南深路21巷18號1樓,02-27822075
395,臺北市萬華區仁德里辦公處,萬華區,63000070,臺北市萬華區仁德里西寧南路192之2號1樓,02-23316860
396,財團法人台北市中國基督教靈糧世界佈道會台北靈糧堂 ( 萬華靈糧福音中心 ),萬華區,63000070,臺北市萬華區仁德里桂林路27號1樓、31號1樓,02-23315658
397,臺北市萬華日祥關懷協會,萬華區,63000070,臺北市萬華區日祥里青年路186-1號 第二教室,0933-719446
398,財團法人天主教單國璽弱勢族群社福基金會,萬華區,63000070,臺北市萬華區日善里西藏路201號,02-23070052
399,社團法人台北市教會愛幫協會,萬華區,63000070,臺北市萬華區西門里中華路1段144號4樓,02-23116767#406
400,臺北市萬華區孝德里辦公處,萬華區,63000070,臺北市萬華區孝德里德昌街261巷16號1樓,0932-015015
401,臺北市和德長壽健康促進協會,萬華區,63000070,臺北市萬華區和德里興義街25號1樓,02-23395285
402,臺北市萬華區忠貞里辦公處,萬華區,63000070,臺北市萬華區忠貞里青年路58號,0953-190521
403,臺北市萬華區忠德里辦公處,萬華區,63000070,臺北市萬華區忠德里東園街66巷24弄1號1樓,913303616
404,龍山老人服務中心(財團法人台北市立心慈善基金會),萬華區,63000070,臺北市萬華區青山里梧州街36號3樓,02-23361881#20
405,臺北市萬華區保德社區發展協會,萬華區,63000070,臺北市萬華區保德里東園街140巷8號、10號,02-23323337
406,社團法人中華善德關懷協會,萬華區,63000070,臺北市萬華區柳鄉里環河南路2段102號3樓,0975-821326
407,主愛社會關懷協會,萬華區,63000070,臺北市萬華區凌霄里中華路2段504巷43號1樓,02-23031453
408,臺北市萬華區頂碩里辦公處,萬華區,63000070,臺北市萬華區頂碩里興寧街2號3樓,0963-038625
409,臺北市萬華區菜園社區發展協會,萬華區,63000070,臺北市萬華區菜園里內江街150號2樓,02-23888990
410,台北市萬華區華江社區發展協會,萬華區,63000070,臺北市萬華區華江里⾧順街臨127號,02-23081454
411,臺北市萬華區新安里辦公處,萬華區,63000070,臺北市萬華區新安里新安里萬大路187巷8號1樓,02-23049324
412,臺北市萬華區新和里辦公處,萬華區,63000070,"臺北市萬華區新和里中華路2段416巷13之1號;中華
路2段364巷9號;青年路40號;青年路30巷",02-23390506
413,臺北市萬華區青年社區發展協會,萬華區,63000070,"臺北市萬華區新和里中華路2段416巷9-3、9-4號；
中華路2段364巷9號；青年路40號",02-23037844
414,臺北市萬華區新忠里辦公處,萬華區,63000070,臺北市萬華區新忠里西藏路125巷7號1樓,0931-360310
415,臺北市萬華區萬壽里辦公處,萬華區,63000070,臺北市萬華區萬壽里康定路19號,0970-778508
416,臺北市萬華區壽德里辦公處,萬華區,63000070,臺北市萬華區壽德里⾧泰街45號.47號1F,02-23328377
417,中華民國雙囍老人義務教育推廣協會,萬華區,63000070,"臺北市萬華區壽德里萬大路411號2樓；南寧路46號
(週三雙囍有約美食課在龍山國中烹飪教室)","02-2331-7158#18 /
0908410883"
418,臺北市萬華區萬大社區發展協會,萬華區,63000070,臺北市萬華區壽德里萬大路329巷25號1樓,0933-7476120
419,臺北市體育總會瑜珈協會,萬華區,63000070,臺北市萬華區福星里西寧南路6-1號,02-23759900#616
420,臺北市萬華老人服務中心(財團法人天主教失智老人社會福利基金會),萬華區,63000070,臺北市萬華區福星里西寧南路4號A棟3樓,02-23610666
421,臺北市萬華區福音里辦公處,萬華區,63000070,"臺北市萬華區福音里昆明街284號1樓;永福街77號1
樓",0979-608343
422,社團法人台北市艾馨公益慈善會,萬華區,63000070,臺北市萬華區福音里康定路229號6樓,0985-582990
423,臺北市萬華區綠堤里辦公處,萬華區,63000070,臺北市萬華區綠堤里大理街170巷64號1樓,0988-179739
424,臺北市萬華區銘德里辦公處,萬華區,63000070,臺北市萬華區銘德里⾧泰街219號1樓,0956-911798
425,臺北市萬華區糖廍里辦公處,萬華區,63000070,"臺北市萬華區糖廍里大理街106號、132-7號(糖廍
文化園區A、C倉及菜圃)",0937-925081
426,臺北市萬華區錦德里辦公處,萬華區,63000070,臺北市萬華區錦德里寶興街80巷18號,0988-179748
427,財團法人環宇國際文化教育基金會( 萬華 ),萬華區,63000070,臺北市萬華區錦德里西園路2段279之6號,02-23098844
428,財團法人天主教聖母聖心會,萬華區,63000070,臺北市萬華區雙園里興寧街70號,02-23028934
429,臺北市萬華區馬場町社區發展協會,萬華區,63000070,臺北市萬華區騰雲里中華路2段596巷1號,0983-372223
